,id,avatar_prompt_id,identifier,response_text,response_score,response_feedback,comment,id,turk_response_text,prompt_type,assignment,identifier,comment,response_round_score
865,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1647,"We have all needed supplies, can you please send additional men to assist?",rewrite,3WOKGM4L71GUTBWTBBIZ270BHHZO0Xa,7a,,1
1045,24,24,8a,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,1.0,Does not attempt to come up with a solution and distances the user from the chinese officer,,1103,"I need to discuss this delay with my commander because the delay of your troops does not jeopardize the mission. I may need to contact your commander, too, to apprise him of the situation.",rewrite,3JMSRU9HQIUOALKKKU3SIOWN7BEEVJa,8a,,1
1331,33,33,10c,I don't have any questions right now.,1.0,"Although waiting to speak to the team leader when he is in private is culturally appropriate, this response is too passive and does not even arrange for a later discussion.",,1029,No questions at the moment.,rewrite,3TPWUS5F891MSC0BED2TE2FYT8VWCAc,10c,,1
993,23,23,7d,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",3.0,The anger is expressive but accurate for the situation since an emotional response is appropriate,,1670,"Excuse me? We have a full stock of supplies and need your men to help us.  Without your help, we can't do it and we are already stretched so thin.",rewrite,3ZWFC4W1UU7ONS3Z6LIOZ9SKY6GFR9d,7d,,3
1228,30,30,9c,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",3.33,Ties the two parties together and points out a potential reason why the issue exists with the supplies.,,246,"I saw you indicating these containers. Is there a concern with them? We can resolve that, if necessary.",rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXAHF6c,9c,,3
1636,43,43,14b,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,1.67,"This might be true, but mentioning this to the team leader will make him feel offended and angry.",,1313,Treating patients are what our American medics are trained for. They have been doing this longer and have more experience. They can handle all the patient traffic coming in.,rewrite,3WAKVUDHUWG3ORGASWFHGS2N7HTU7Gb,14b,,1
1592,42,42,14a,"Our medics are better at doing this sort of thing, and your men are better at site security.",2.67,"You mentioned each team's relative strengths, but unless you incentivize their job's importance and appeal to the leader's pride, they will keep doing what they were doing.",,1279,"Our medics are more able to run the station, your men would be better utilized as security.",rewrite,3J2UYBXQQLC445QPBFW5L7EKWH660Ra,14a,,3
1562,41,41,13b,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,2.67,"By asking for the team leader's reasoning instead of calling him out, you create a nonthreatening basis for discussion and also offer a valid point of your own.",,1220,Shouldn't we consider the simplicity of give out the supplies each person needs from a single station? What benefit would your proposed two stations provide our victims?,rewrite,3Z3ZLGNNSIUTVF869BSMTATIZUBQ3Cb,13b,,3
836,19,19,6d,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",3.0,You are offering a solution to their problem while keeping it at the lowest level. This helps save face for the officer by solving their problem for them. Good for long term orientation as well.,,168,"Sorry to interrupt, but this sounded urgent. How can I help? I'd like to help as much as possible, since your plane was delayed, in order to make sure the mission goes smoothly.",rewrite,3MH9DQ757WCMHKRBLZJBM5FG6KSGULd,6d,,3
1610,43,43,14b,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,1.67,"This might be true, but mentioning this to the team leader will make him feel offended and angry.",,1316,American medics have more experience than your medics so they should handle the flow of patients. They are well trained at running aid stations and treating patients.,rewrite,3YZ8UPK3VTM908B6JDNSWEU18SJUC8b,14b,,1
602,14,14,5b,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",5.0,The response is direct and does not seem to hold ulterior motives.,,695,We have the basic supplies. That will be what we distribute to the locals.,rewrite,3HHRAGRYX85CP5K6B71SVI14KLX9OYb,5b,,5
290,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1388,"I'm sorry, he was assigned another mission at the last minute.",rewrite,3KV0LJBBH2LUT2VGS8M1UZCTV87RM9b,3b,,5
293,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1439,Out of the blue came a mission that he couldn't opt out of and had no choice but to focus on that instead of this meeting today.,rewrite,3VELCLL3GKJ0UN4I8R39TIA7U9HF1Ab,3b,,5
375,10,10,4a,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",5.0,"Moderately appropriate, displays understanding and empathy towards the officer and his need to know, but is direct in telling him he will not comply.",,811,"I understand that you have to look out for your team, but I can't give you all the supplies until this afternoon's briefing.",rewrite,3A4NIXBJ76ZJQ403NOP58N3UPGOLMJa,4a,,5
297,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1376,"Sadly, he cannot make it today since he was assigned to another mission.",rewrite,34HJIJKLP5W6IJNRVORF92KWUN94VUb,3b,,5
2,4,4,2a,"No, he is not here. I am taking his place.",1.0,This answer is too curt and could be insulting to a Chinese officer senior in rank to you because you provide no explanation for the absence of your superior officer.,,40,"Good Morning, Captain Wang.  Captain Heist asked me to apologize on his behalf.  He was called away unexpectantly on an emergency and asked that I meet with you instead.",feedback,3EA3QWIZ4IVLDYIHBIT42L6U0L3ITGa,2a,,1
1654,44,44,14c,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",4.33,"Good job! In addressing the Chinese team's strengths and demonstrating respect for them by aligning them with important tasks, you will appeal to the team leader's inherent pride in his group's abilities.",,1242,"The most important part of this plan is for the site to be secure and victims to be protected, and I think your men have the best security experience for this task. We are better suited for running the aid station.",rewrite,33FBRBDW6OZB2B4TGAMN0MCCB1WC8Fc,14c,,5
846,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1503,"Can you spare a few of your men to help us? We have all of the supplies, we just need men to help us move them.",rewrite,352YTHGROVD10IS7QZABU1TNM744H8a,7a,,1
844,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1531,Can you spare a few of your available men to help us with our manpower needs? We already have the supplies we need for now.,rewrite,37QW5D2ZRGMR9STPDWCNFRGUX4RS8Ya,7a,,1
899,21,21,7b,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",4.33,Focuses on the compromise and the sentiment that they cannot get the mission done without them. Has a determined tone that there is a way to make things work. A better option since it does not have as great of an emotional response.,,1628,I'll have to scrap my plan and notify my commander if you don't lend a hand. Neither of us want it to get to that level so we should try and figure out a compromise between us.,rewrite,3SPJ0334213DPV1H3613M3D9U03JY9b,7b,,5
